Table size: 100000
Feature;Time(s)
4099427944;34.75
4099428552;34.75
4099429080;34.75
4099429688;34.75
4099430216;34.75
4099430824;34.75
4099431352;34.75
4099431960;34.75
4099432488;34.75
4099433096;34.75
4099433624;34.75
4099434232;34.75
4099434760;34.75
4099435368;34.75
4099435896;34.75
4099436504;34.75
4099437032;34.75
4099437640;34.75
4099438168;34.75
4099438776;34.75
4099439304;34.75
4099439912;34.75
4099440440;34.75
4099441048;34.75
4099441576;34.75
4099442184;34.75
4099442712;34.75
4099443320;34.75
4099443848;34.75
4099444456;34.75
4099444984;34.75
4099445592;34.75
4099446120;34.75
4099446728;34.75
4099447256;34.75
4099447864;34.75
4099448392;34.75
4099449000;34.75
4099449528;34.75
4099450136;34.75
4099450664;34.75
4099451272;34.75
4099451800;34.75
4099452408;34.75
4099452936;34.75
4099453544;34.75
4099454072;34.75
4099454680;34.75
4099455208;34.75
4099455816;34.75
4099456344;34.75
4099456952;34.75
4099457480;34.75
4099458088;34.75
4099458616;34.75
4099459224;34.75
4099459752;34.75
4099460360;34.75
4099460888;34.75
4099461496;34.75
4099462024;34.75
4099462632;34.75
4099463160;34.75
4099463768;34.75
4099464296;34.75
4099464904;34.75
4099465432;34.75
4099466040;34.75
4099466568;34.75
4099467176;34.75
4099467704;34.75
4099468312;34.75
4099468840;34.75
4099469448;34.75
4099469976;34.75
4099470584;34.75
