              Procedure           Image            Address        Calls Instructions
_ZN5gcomm8Protonet13handle_timersEv libgalera_smm.so       7fc74c3107c0         1072        55744
_ZN5gcomm6GMCast13handle_timersEv libgalera_smm.so       7fc74c2e0880         1072        25432
_ZN5gcomm3evs5Proto13handle_timersEv libgalera_smm.so       7fc74c2ca7c0         1072        44506
  _ZN12Item_func_eqD2Ev          mysqld       565459e6c9e0         1021        21441
_ZN24Item_bool_rowready_func2C2EP3THDP4ItemS3_          mysqld       565459ce9500         1021        81680
_ZN9Item_func15quick_fix_fieldEv          mysqld       565459e84950         1020        33660
_ZN10Item_equal12update_constEP3THD          mysqld       565459e69ac0         1020        65280
_ZN10Item_equal9add_constEP3THDP4Item          mysqld       565459e69150         1020        86700
_ZN14Arg_comparator18compare_int_signedEv          mysqld       565459e590e0         1020        36720
      pthread_cond_wait libpthread.so.0       7fc75a26f2a0          998        67699
   _ZNSt6localeC1Ev@plt  libstdc++.so.6       7fc759f67aa0          961          963
   _ZNSt6localeD1Ev@plt  libstdc++.so.6       7fc759f68af0          936          938
_ZN4asio6detail13epoll_reactor12cancel_timerINS_11time_traitsIN5boost10posix_time5ptimeEEEEEmRNS0_11timer_queueIT_EERNSA_14per_timer_dataEm libgalera_smm.so       7fc74c34ace0          913        36780
_ZN5boost9date_time21split_timedate_systemINS_10posix_time24posix_time_system_configEE17add_time_durationERKNS2_15simple_time_repENS2_13time_durationE libgalera_smm.so       7fc74c34ab80          913        55693
_ZN4asio6detail12wait_handlerIN5boost3_bi6bind_tIvNS2_4_mfi3mf1IvN5gcomm12AsioProtonetERKNS_10error_codeEEENS3_5list2INS3_5valueIPS8_EEPFNS2_3argILi1EEEvEEEEEE11do_completeEPNS0_15task_io_serviceEPNS0_25task_io_service_operationESB_m libgalera_smm.so       7fc74c34a4e0          913        55676
_ZN5boost9date_time14microsec_clockINS_10posix_time5ptimeEE11create_timeEPFP2tmPKlS6_E.constprop.209 libgalera_smm.so       7fc74c348ac0          913       115038
_ZNK5boost9date_time11int_adapterIlE7compareERKS2_.constprop.213 libgalera_smm.so       7fc74c3475f0          913        13695
_ZN4asio6detail11timer_queueINS0_28forwarding_posix_time_traitsEE12remove_timerERNS3_14per_timer_dataE libgalera_smm.so       7fc74c334af0          913        42911
_ZN4asio6detail11timer_queueINS0_28forwarding_posix_time_traitsEE7up_heapEm libgalera_smm.so       7fc74c334a10          913         2739
_ZN5boost9date_time21split_timedate_systemINS_10posix_time24posix_time_system_configEE14subtract_timesERKNS2_15simple_time_repES7_ libgalera_smm.so       7fc74c333ef0          913        38346
_ZNK5boost9date_time11int_adapterIlEplIlEES2_RKNS1_IT_EE libgalera_smm.so       7fc74c333e30          913        14608
_ZNK5boost9date_time11int_adapterIlEmiIlEES2_RKNS1_IT_EE libgalera_smm.so       7fc74c333d80          913        15521
_ZN5gcomm12AsioProtonet11handle_waitERKN4asio10error_codeE libgalera_smm.so       7fc74c348ed0          912       186019
_ZN4asio6detail11timer_queueINS_11time_traitsIN5boost10posix_time5ptimeEEEE16get_ready_timersERNS0_8op_queueINS0_25task_io_service_operationEEE libgalera_smm.so       7fc74c340410          909        55440
_ZNK5gcomm3evs11InspectNodeclERSt4pairIKNS_4UUIDENS0_4NodeEE libgalera_smm.so       7fc74c2a1d60          909        37269
         _my_thread_var          mysqld       56545a392ce0          908         5448
          __fprintf_chk       libc.so.6       7fc759923ad0          905        57016
_ZNK5Field10key_lengthEv          mysqld       565459e25230          890         5340
_ZSt16__ostream_insertIcSt11char_traitsIcEERSt13basic_ostreamIT_T0_ES6_PKS3_l  libstdc++.so.6       7fc759feed20          874        48944
          my_once_alloc          mysqld       56545a390520          854       139270
_ZNSt5dequeIN5gcomm8DatagramESaIS1_EE16_M_push_back_auxERKS1_ libgalera_smm.so       7fc74c334250          840        55168
              my_strdup          mysqld       56545a390350          836        23408
_ZSt16__ostream_insertIcSt11char_traitsIcEERSt13basic_ostreamIT_T0_ES6_PKS3_l@plt libgalera_smm.so       7fc74c1fe440          828          828
        intern_filename          mysqld       56545a37b460          818        26994
        cleanup_dirname          mysqld       56545a37b0d0          818       108652
      normalize_dirname          mysqld       56545a37b780          817        42540
        system_filename          mysqld       56545a37b440          816         9792
              fn_format          mysqld       56545a36ec80          816        95281
              strlength          mysqld       56545a36ec30          814        57574
         unpack_dirname          mysqld       56545a37b850          813        25243
               .plt.got       libc.so.6       7fc75982c8a0          810         2492
                 memchr       libc.so.6       7fc75989b860          804        22457
                strxmov          mysqld       56545a3df770          803       191903
_ZSt18_Rb_tree_decrementPSt18_Rb_tree_node_base  libstdc++.so.6       7fc759f84ac0          801          801
_ZN5gcomm8DatagramC2ERKS0_m.constprop.696 libgalera_smm.so       7fc74c2a4750          796        14328
        my_multi_malloc          mysqld       56545a387ba0          791        96059
 pthread_cond_timedwait libpthread.so.0       7fc75a26f5e0          789        79685
         __vsprintf_chk       libc.so.6       7fc7599236d0          777        35742
          __sprintf_chk       libc.so.6       7fc759923630          777        11655
_Z14ha_lock_engineP3THDPK10handlerton          mysqld       565459e30900          764         6876
_Z11plugin_lockP3THDP13st_plugin_int          mysqld       565459c9fd80          764        19833
             memset@plt libgalera_smm.so       7fc74c1fde30          763          763
_Z13plugin_unlockP3THDP13st_plugin_int          mysqld       565459ca1f80          762        18236
_Z15get_new_handlerP11TABLE_SHAREP11st_mem_rootP10handlerton          mysqld       565459e309c0          761        24352
_ZN17sys_var_pluginvar14cast_pluginvarEv          mysqld       565459ca6b70          743         3715
_ZN4Item10make_fieldEP3THDP10Send_field          mysqld       565459e4bc50          741        11115
_ZN4Item15init_make_fieldEP10Send_field16enum_field_types          mysqld       565459e4bbc0          741        31863
         decimal2string          mysqld       56545a3d3760          737       153979
_Z17my_decimal2stringjPK10my_decimaljjcP6String          mysqld       565459f20a90          737        36850
_ZN12Item_sum_num10fix_fieldsEP3THDPP4Item          mysqld       565459ed9280          732        65880
_ZN8Item_sum14check_sum_funcEP3THDPP4Item          mysqld       565459ed8ea0          732        61488
_ZN8Item_sum19init_sum_func_checkEP3THD          mysqld       565459ed8b10          732        19777
_ZN8Item_sum18update_used_tablesEv          mysqld       565459ed6000          732        24888
_ZN12Item_sum_sum18fix_length_and_decEv          mysqld       565459ed56f0          732        38064
_ZNK10Item_field16cast_to_int_typeEv          mysqld       565459e532b0          732         5124
_ZNK4Item17decimal_precisionEv          mysqld       565459e40400          732        25620
          decimal_round          mysqld       56545a3d5aa0          731        96492
_Z13opt_sum_queryP3THDR4ListI10TABLE_LISTERS1_I4ItemEPS5_          mysqld       565459f3a8f0          731        92106
_ZN17Aggregator_simpleD1Ev          mysqld       565459edc5a0          731         2924
_ZN17Aggregator_simple5clearEv          mysqld       565459edbf20          731         5117
_ZN17Aggregator_simple5setupEP3THD          mysqld       565459edbf00          731         5117
_ZN8Item_sum14set_aggregatorEN10Aggregator15Aggregator_typeE          mysqld       565459ed98e0          731        21199
_ZN12Item_sum_sum11val_decimalEP10my_decimal          mysqld       565459ed5df0          731        18275
_ZN12Item_sum_sum5clearEv          mysqld       565459ed5d40          731        16082
_ZN12Item_sum_sum7val_strEP6String          mysqld       565459ed48e0          731        16082
_ZN4Item23val_string_from_decimalEP6String          mysqld       565459e440e0          731        27778
_ZN4Item4sendEP8ProtocolP6String          mysqld       565459e3d930          731        29240
_ZN8Item_sum5setupEP3THD          mysqld       565459e00680          731         3655
_ZN4JOIN20init_items_ref_arrayEv          mysqld       565459ce9f20          731        19006
_Z17setup_copy_fieldsP3THDP15TMP_TABLE_PARAM20Bounds_checked_arrayIP4ItemER4ListIS4_ES9_jS9_          mysqld       565459cd6c90          731       130849
     thr_lock_data_init          mysqld       56545a396980          730         8030
_ZN7handler7ha_openEP5TABLEPKcij          mysqld       565459e32f70          730       110960
 _ZN7handler8ha_closeEv          mysqld       565459e32f00          730        17490
_ZNSt8_Rb_treeIN5gcomm4UUIDESt4pairIKS1_NS0_2pc4NodeEESt10_Select1stIS6_ESt4lessIS1_ESaIS6_EE8_M_eraseEPSt13_Rb_tree_nodeIS6_E libgalera_smm.so       7fc74c2fcbb0          729        13511
        dl_iterate_phdr       libc.so.6       7fc75994fff0          722        47826
       _Unwind_Find_FDE   libgcc_s.so.1       7fc758cdbfc0          719        40264
 pthread_mutex_lock@plt   libgcc_s.so.1       7fc758ccca30          719          721
   _Unwind_Find_FDE@plt   libgcc_s.so.1       7fc758ccc9a0          719          721
pthread_mutex_unlock@plt   libgcc_s.so.1       7fc758ccc970          719          721
    dl_iterate_phdr@plt   libgcc_s.so.1       7fc758ccc7d0          719          721
_ZN7handler28mark_trx_read_write_internalEv          mysqld       565459e35c50          718        11534
_ZNK5gcomm3evs5Proto15is_flow_controlEll libgalera_smm.so       7fc74c2a56a0          716         7876
_Z20init_tmp_table_shareP3THDP11TABLE_SHAREPKcjS4_S4_          mysqld       565459d34530          709       134001
  bitmap_lock_clear_bit          mysqld       56545a389c50          707        31108
   bitmap_lock_set_next          mysqld       56545a389b90          707        25452
        bitmap_set_next          mysqld       56545a389b50          707        14140
       bitmap_get_first          mysqld       56545a389ad0          707        16968
my_hash_search_using_hash_value          mysqld       56545a36db00          707         4949
_ZN20Item_temptable_fieldD2Ev          mysqld       565459e55500          707         4242
_ZN10Item_field18get_tmp_table_itemEP3THD          mysqld       565459e478f0          707        21210
_ZN10Item_fieldC1EP3THDPS_          mysqld       565459e47880          707        16968
_ZN10Item_identC2EP3THDPS_          mysqld       565459e46140          707        30401
    _ZN4ItemC1EP3THDPS_          mysqld       565459e456e0          707        51611
_ZN10Item_field28collect_item_field_processorEPv          mysqld       565459e427b0          707        25452
_ZN7handler13ha_drop_tableEPKc          mysqld       565459e36460          707        13433
_ZN12Field_string5resetEv          mysqld       565459e2abc0          707        28987
_ZNK12Field_string13get_copy_funcEPK5Field          mysqld       565459e2a8f0          707        30401
_ZNK5Field23get_identical_copy_funcEv          mysqld       565459e2a6f0          707         6363
_ZN10Copy_field3setEP5FieldS1_b          mysqld       565459e2a320          707        41713
       _ZN5Field4freeEv          mysqld       565459e25320          707         2828
 _ZNK5Field6eq_defEPKS_          mysqld       565459e11660          707        29694
 _ZN7AGGR_OP8end_sendEv          mysqld       565459ce6640          707       602935
_ZN7AGGR_OP17prepare_tmp_tableEv          mysqld       565459ce6410          707        46662
_ZN4JOIN26create_postjoin_aggr_tableEP13st_join_tableP4ListI4ItemEP8st_orderbbb          mysqld       565459cd9d40          707       119483
_Z16create_tmp_tableP3THDP15TMP_TABLE_PARAMR4ListI4ItemEP8st_orderbbyyPKcbb          mysqld       565459ccfc30          707       962934
_Z21instantiate_tmp_tableP5TABLEP6st_keyP18st_maria_columndefPS4_y          mysqld       565459ccfb80          707        14847
_Z28set_postjoin_aggr_write_funcP13st_join_table          mysqld       565459ccfa10          707        16261
_Z14free_tmp_tableP3THDP5TABLE          mysqld       565459ccec30          707        68579
_Z14open_tmp_tableP5TABLE          mysqld       565459ccdc50          707        25452
_Z30setup_tmp_table_column_bitmapsP5TABLEPh          mysqld       565459ccd7f0          707         4242
_Z30setup_tmp_table_column_bitmapsP5TABLEPhj          mysqld       565459ccd690          707        55853
_Z16create_tmp_fieldP3THDP5TABLEP4ItemNS3_4TypeEPPS4_PP5FieldSA_bbbb          mysqld       565459ccd1a0          707        60802
_Z27create_tmp_field_from_fieldP3THDP5FieldPKcP5TABLEP10Item_field          mysqld       565459ccccf0          707        53732
_ZN3THD20inc_status_sort_scanEv          mysqld       565459c61de0          707         7070
_ZN3THD29inc_status_created_tmp_tablesEv          mysqld       565459c61c30          707         7070
_ZN18QUICK_RANGE_SELECT24add_used_key_part_to_setEv          mysqld       565459f22490          705        21150
_ZN10Item_field26register_field_in_read_mapEPv          mysqld       565459e3e6d0          705        18330
_ZN10TABLE_LIST20containing_subselectEv          mysqld       565459d3f1e0          705         6345
_ZN3THD21inc_status_sort_rangeEv          mysqld       565459c61d80          705         7050
        __lll_lock_wait libpthread.so.0       7fc75a272250          701        14688
_ZNSt6vectorIhSaIhEE14_M_fill_insertEN9__gnu_cxx17__normal_iteratorIPhS1_EEmRKh libgalera_smm.so       7fc74c2d2670          679        47530
_ZN5gcomm8DatagramC2ERKSt6vectorIhSaIhEEm libgalera_smm.so       7fc74c2d2ad0          662        60904
 getopt_ull_limit_value          mysqld       56545a38bca0          661        56558
            realloc@plt       libc.so.6       7fc75982c7f0          659          661
_ZN5gcomm3evs5Proto8send_gapERKNS0_6CallerERKNS_4UUIDERKNS_6ViewIdENS0_5RangeEbb libgalera_smm.so       7fc74c2c2ab0          655       133584
_ZNK5gcomm3evs10GapMessage11serial_sizeEv libgalera_smm.so       7fc74c29f430          655         3275
_ZNK5gcomm3evs10GapMessage9serializeEPhmm libgalera_smm.so       7fc74c29f0c0          655        28165
_ZSt9use_facetISt5ctypeIcEERKT_RKSt6locale  libstdc++.so.6       7fc759fdf550          644        12236
_ZSt9use_facetISt5ctypeIcEERKT_RKSt6locale@plt  libstdc++.so.6       7fc759f66b80          644          646
_ZN7sys_varC2EP13sys_var_chainPKcS3_ili16get_opt_arg_type20enum_mysql_show_typexP8PolyLockNS_18binlog_status_enumEPFbPS_P3THDP7set_varEPFbS9_SB_13enum_var_typeES3_          mysqld       565459c13b60          641        57055
_ZNSt8_Rb_treeIN5gcomm4UUIDES1_St9_IdentityIS1_ESt4lessIS1_ESaIS1_EE16_M_insert_uniqueERKS1_ libgalera_smm.so       7fc74c2e8f70          640        32325
             lh_strhash libcrypto.so.1.0.0       7fc75a79d2b0          637       144301
_ZNSt8_Rb_treeIN5gcomm4UUIDES1_St9_IdentityIS1_ESt4lessIS1_ESaIS1_EE8_M_eraseEPSt13_Rb_tree_nodeIS1_E libgalera_smm.so       7fc74c2cfee0          636        19444
_ZNK5gcomm6GMCast12is_connectedERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEERKNS_4UUIDE libgalera_smm.so       7fc74c2d4960          623        28058
          __libc_calloc       libc.so.6       7fc759891d10          621        53682
_ZNK5gcomm3evs4Node12is_suspectedEv libgalera_smm.so       7fc74c2a1d40          616         1232
_ZNK5gcomm3evs4Node11is_inactiveEv libgalera_smm.so       7fc74c2a1d50          608         1216
_ZN5gcomm3evs11UserMessageC2EiRKNS_4UUIDERKNS_6ViewIdElllNS_5OrderElhh libgalera_smm.so       7fc74c2d3700          594        65340
_ZNK5gcomm3evs11UserMessage9serializeEPhmm libgalera_smm.so       7fc74c29ec50          594        29106
    _ZNSt6localeaSERKS_  libstdc++.so.6       7fc759f7f060          586        11134
_ZNSt8ios_base7_M_initEv  libstdc++.so.6       7fc759f7e3c0          586        14064
_ZNSt8ios_base7_M_initEv@plt  libstdc++.so.6       7fc759f69110          586          588
