Procedure;Image;Calls;Instructions
send;libpthread.so.0;12540;451440
st_select_lex::optimize_unflattened_subqueries(bool);mysqld;19612;451076
Item_bool_func::get_full_func_mm_tree(RANGE_OPT_PARAM*, Item_field*, Item*);mysqld;4375;450625
Item_field::field_type() const;mysqld;64150;449050
Item_param::query_val_str(THD*, String*) const;mysqld;16250;446250
count_field_types(st_select_lex*, TMP_TABLE_PARAM*, List<Item>&, bool);mysqld;9809;445643
best_access_path(JOIN*, st_join_table*, unsigned long long, unsigned int, bool, double, st_position*, st_position*);mysqld;2504;443212
JOIN::save_explain_data(Explain_query*, bool, bool, bool, bool);mysqld;8554;436262
open_and_lock_tables(THD*, DDL_options_st const&, TABLE_LIST*, bool, unsigned int, Prelocking_strategy*);mysqld;9821;432033
append_possible_keys(st_mem_root*, String_list&, TABLE*, Bitmap<64u>);mysqld;8935;428712
mysql_opt_change_db(THD*, st_mysql_lex_string const*, st_mysql_lex_string*, bool, bool*);mysqld;11875;427500
Type_handler_int_result::cmp_type() const;mysqld;85466;427330
gcomm::Map<gcomm::InputMapMsgKey, gcomm::evs::InputMapMsg, std::map<gcomm::InputMapMsgKey, gcomm::evs::InputMapMsg, std::less<gcomm::InputMapMsgKey>, std::allocator<std::pair<gcomm::InputMapMsgKey const, gcomm::evs::InputMapMsg> > > >::insert_unique(std::pair<gcomm::InputMapMsgKey const, gcomm::evs::InputMapMsg> const&);libgalera_smm.so;2547;425618
Query_cache::write_block_data(unsigned long, unsigned char*, unsigned long, Query_cache_block::block_type, unsigned int);mysqld;9171;421866
THD::open_temporary_tables(TABLE_LIST*);mysqld;11066;420448
Rows_log_event::read_write_bitmaps_cmp(TABLE*);mysqld;9764;419852
Item_param::convert_str_value(THD*);mysqld;16250;419375
Item_bool_rowready_func2::cleanup();mysqld;20814;416280
gcomm::evs::Message::Message(unsigned char, gcomm::evs::Message::Type, gcomm::UUID const&, gcomm::ViewId const&, gcomm::ViewId const&, unsigned char, gcomm::Order, long, long, long, long, unsigned char, gcomm::UUID const&, gcomm::evs::Range, gcomm::evs::MessageNodeList const&);libgalera_smm.so;4298;412626
Item_func::convert_const_compared_to_int_field(THD*);mysqld;7925;411908
gcomm::evs::Proto::handle_msg(gcomm::evs::Message const&, gcomm::Datagram const&, bool);libgalera_smm.so;3362;411668
Lex_input_stream::add_digest_token(unsigned int, YYSTYPE*);mysqld;82212;411060
getopt_compare_strings;mysqld;17431;411055
asio::system_category();libgalera_smm.so;34243;410916
Protocol::end_statement();mysqld;12550;410808
Field_long::pack(unsigned char*, unsigned char const*, unsigned int);mysqld;58359;408513
Prepared_statement::set_parameters(String*, unsigned char*, unsigned char*);mysqld;11875;406956
check_join_cache_usage_for_tables(JOIN*, unsigned long long, unsigned int);mysqld;7060;405756
bitmap_bits_set;mysqld;13047;404457
end_read_record(READ_RECORD*);mysqld;21489;401430
Log_event_writer::write_footer();mysqld;14236;395949
asio::detail::epoll_reactor::start_op(int, int, asio::detail::epoll_reactor::descriptor_state*&, asio::detail::reactor_op*, bool, bool);libgalera_smm.so;6279;395103
Explain_basic_join::~Explain_basic_join();mysqld;8554;394422
pthread_cond_init@plt;libgalera_smm.so;393880;393880
pthread_cond_destroy@plt;libgalera_smm.so;393879;393879
Query_cache::write_result_data(Query_cache_block**, unsigned long, unsigned char*, Query_cache_block*, Query_cache_block::block_type);mysqld;8546;393116
Explain_index_use::set(st_mem_root*, st_key*, unsigned int);mysqld;8931;392964
Item_field::type() const;mysqld;78369;391845
Item_equal::update_used_tables();mysqld;12092;390554
Item_equal::add_const(THD*, Item*);mysqld;4556;387260
wsrep_sync_wait(THD*, unsigned int);mysqld;14187;383049
fill_record_n_invoke_before_triggers(THD*, TABLE*, List<Item>&, List<Item>&, bool, trg_event_type);mysqld;11593;382569
general_log_write(THD*, enum_server_command, char const*, unsigned int);mysqld;12321;381951
gcomm::AsioTcpSocket::write_one(std::tr1::array<asio::const_buffer, 2ul> const&);libgalera_smm.so;3592;380752
Query_cache_block::query();mysqld;95026;380104
Diagnostics_area::reset_diagnostics_area();mysqld;25096;376440
setup_jtbm_semi_joins(JOIN*, List<TABLE_LIST>*, Item**);mysqld;8554;376280
get_quick_select(PARAM*, unsigned int, SEL_ARG*, unsigned int, unsigned int, st_mem_root*);mysqld;4375;376250
pthread_mutex_trylock;libpthread.so.0;11063;376147
thd_sql_command;mysqld;62558;375348
gu::Lock::~Lock();libgalera_smm.so;13188;369264
Item_field::cleanup();mysqld;26314;368396
JOIN::join_free();mysqld;8554;367810
QUICK_RANGE_SELECT::QUICK_RANGE_SELECT(THD*, TABLE*, unsigned int, bool, st_mem_root*, bool*);mysqld;4375;367500
Item_bool_rowready_func2::Item_bool_rowready_func2(THD*, Item*, Item*);mysqld;4560;364800
my_interval_timer;mysqld;36185;361850
asio::detail::reactive_socket_send_op<asio::detail::consuming_buffers<asio::const_buffer, std::tr1::array<asio::const_buffer, 2ul> >, asio::detail::write_op<asio::basic_stream_socket<asio::ip::tcp, asio::stream_socket_service<asio::ip::tcp> >, std::tr1::array<asio::const_buffer, 2ul>, asio::detail::transfer_all_t, boost::_bi::bind_t<void, boost::_mfi::mf2<void, gcomm::AsioTcpSocket, asio::error_code const&, unsigned long>, boost::_bi::list3<boost::_bi::value<boost::shared_ptr<gcomm::AsioTcpSocket> >, boost::arg<1> (*)(), boost::arg<2> (*)()> > > >::do_complete(asio::detail::task_io_service*, asio::detail::task_io_service_operation*, asio::error_code const&, unsigned long);libgalera_smm.so;3594;359400
Item_param::save_in_field(Field*, bool);mysqld;17791;357565
MDL_context::acquire_lock(MDL_request*, double);mysqld;13604;353704
Field::char_length() const;mysqld;23384;350760
JOIN::alloc_func_list();mysqld;8559;348620
THD::binlog_setup_trx_data();mysqld;19189;345530
Item_equal::add_key_fields(JOIN*, KEY_FIELD**, unsigned int*, unsigned long long, SARGABLE_PARAM**);mysqld;6046;344622
handler::ha_reset();mysqld;11078;343418
Query_arena::set_query_arena(Query_arena*);mysqld;34332;343320
Query_cache::append_result_data(Query_cache_block**, unsigned long, unsigned char*, Query_cache_block*);mysqld;8546;341840
handler::ha_index_read_idx_map(unsigned char*, unsigned int, unsigned char const*, unsigned long, ha_rkey_function);mysqld;6049;340391
Item_string::save_in_field(Field*, bool);mysqld;20007;340119
Item::save_str_value_in_field(Field*, String*);mysqld;20007;340119
Item_func::compile(THD*, bool (Item::*)(unsigned char**), unsigned char**, Item* (Item::*)(THD*, unsigned char*), unsigned char*);mysqld;2500;340000
max_row_length(TABLE*, unsigned char const*);mysqld;13047;339222
boost::_bi::bind_t<void, boost::_mfi::mf2<void, gcomm::AsioTcpSocket, asio::error_code const&, unsigned long>, boost::_bi::list_av_3<boost::shared_ptr<gcomm::AsioTcpSocket>, boost::arg<1> (*)(), boost::arg<2> (*)()>::type> boost::bind<void, gcomm::AsioTcpSocket, asio::error_code const&, unsigned long, boost::shared_ptr<gcomm::AsioTcpSocket>, boost::arg<1> (*)(), boost::arg<2> (*)()>(void (gcomm::AsioTcpSocket::*)(asio::error_code const&, unsigned long), boost::shared_ptr<gcomm::AsioTcpSocket>, boost::arg<1> (*)(), boost::arg<2> (*)());libgalera_smm.so;6272;338688
CRYPTO_lock;libcrypto.so.1.0.0;56232;337392
QUICK_RANGE_SELECT::reset();mysqld;4375;336875
gcomm::GMCast::handle_down(gcomm::Datagram&, gcomm::ProtoDownMeta const&);libgalera_smm.so;1790;336461
Item_func::eval_not_null_tables(void*);mysqld;8551;333915
TABLE::actual_n_key_parts(st_key*);mysqld;41684;333472
boost::detail::shared_count::shared_count(boost::detail::weak_count const&);libgalera_smm.so;11760;329280
delete_explain_query(LEX*);mysqld;24418;328492
setup_order(THD*, Bounds_checked_array<Item*>, TABLE_LIST*, List<Item>&, List<Item>&, st_order*, bool);mysqld;9811;328134
Field::get_image(unsigned char*, unsigned int, charset_info_st const*);mysqld;41015;328120
my_fill_8bit;mysqld;54639;327834
item_cmp_type(Item_result, Item_result);mysqld;27285;327600
Item::check_cols(unsigned int);mysqld;81759;327036
gcomm::AsioTcpSocket::write_handler(asio::error_code const&, unsigned long);libgalera_smm.so;3592;324932
save_agg_explain_data(JOIN*, Explain_select*);mysqld;8554;323769
calculate_key_len(TABLE*, unsigned int, unsigned char const*, unsigned long);mysqld;10421;323051
Item_func::type() const;mysqld;64447;322235
TABLE::clear_column_bitmaps();mysqld;11085;321465
asio::detail::epoll_reactor::descriptor_state::do_complete(asio::detail::task_io_service*, asio::detail::task_io_service_operation*, asio::error_code const&, unsigned long);libgalera_smm.so;2850;320980
Item_param::cmp_type() const;mysqld;45678;319746
MYSQL_BIN_LOG::write_cache(THD*, st_io_cache*);mysqld;629;319230
mysql_delete(THD*, TABLE_LIST*, Item*, SQL_I_List<st_order>*, unsigned long long, unsigned long long, select_result*);mysqld;625;315833
my_multi_malloc;mysqld;2790;313950
THD::set_start_time();mysqld;12543;313575
my_timer_milliseconds;mysqld;31250;312500
thr_multi_lock;mysqld;11068;311764
Prepared_statement::execute_loop(String*, bool, unsigned char*, unsigned char*);mysqld;11875;308750
RAND_poll;libcrypto.so.1.0.0;1;307159
Item::cache_const_expr_analyzer(unsigned char**);mysqld;10000;305000
gu::Lock::Lock(gu::Mutex const&);libgalera_smm.so;11256;303912
set_statistics_for_table(THD*, TABLE*);mysqld;10425;302281
gu::RecordSetOutBase::write_header(unsigned char*, long);libgalera_smm.so;1264;302189
my_net_set_read_timeout;mysqld;25109;301304
gcomm::AsioTcpSocket::read_completion_condition(asio::error_code const&, unsigned long);libgalera_smm.so;5358;300027
Item::remove_eq_conds(THD*, Item::cond_result*, bool);mysqld;14592;299978
TABLE_LIST::process_index_hints(TABLE*);mysqld;11063;298701
Statement::~Statement();mysqld;11918;297950
Field_num::charset() const;mysqld;59424;297120
gcomm::evs::Proto::deliver();libgalera_smm.so;5130;296053
asio::detail::task_io_service::post_immediate_completion(asio::detail::task_io_service_operation*, bool);libgalera_smm.so;6798;293908
Aggregator_simple::arg_val_decimal(my_decimal*);mysqld;32474;292266
Field::make_new_field(st_mem_root*, TABLE*, bool);mysqld;7296;291840
handler::index_read_idx_map(unsigned char*, unsigned int, unsigned char const*, unsigned long, ha_rkey_function);mysqld;6046;291698
Item_equal::update_const(THD*);mysqld;4556;291584
realloc;libc.so.6;3636;291146
Field_long::pack_length() const;mysqld;58186;290930
Query_cache::ask_handler_allowance(THD*, TABLE_LIST*);mysqld;8546;290564
Field_long::unpack(unsigned char*, unsigned char const*, unsigned char const*, unsigned int);mysqld;32265;290385
Item_func::setup_args_and_comparator(THD*, Arg_comparator*);mysqld;7925;285300
gcomm::gmcast::Message::Message();libgalera_smm.so;3376;283584
TABLE::is_filled_at_execution();mysqld;31491;283419
THD::mark_tmp_tables_as_free_for_reuse();mysqld;19752;281070
String::copy(char const*, unsigned long, charset_info_st const*);mysqld;9061;281014
Item_func_eq::check_equality(THD*, COND_EQUAL*, List<Item>*);mysqld;6046;278116
gcomm::evs::Proto::handle_user(gcomm::evs::UserMessage const&, std::_Rb_tree_iterator<std::pair<gcomm::UUID const, gcomm::evs::Node> >, gcomm::Datagram const&);libgalera_smm.so;1673;277619
Explain_index_use::set_pseudo_key(st_mem_root*, char const*);mysqld;8931;276861
std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&);libstdc++.so.6;9340;276723
Warning_info::clear(unsigned long long);mysqld;11067;276675
THD::open_temporary_table(TABLE_LIST*);mysqld;11062;276542
JOIN::set_allowed_join_cache_types();mysqld;8554;273728
Query_cache::register_all_tables(THD*, Query_cache_block*, TABLE_LIST*, unsigned int);mysqld;8546;273472
pthread_cond_broadcast;libpthread.so.0;9453;271744
wsrep_to_isolation_end(THD*);mysqld;12311;271580
net_flush;mysqld;12336;271392
my_timer_init;mysqld;1;271086
asio::detail::epoll_reactor::run(bool, asio::detail::op_queue<asio::detail::task_io_service_operation>&);libgalera_smm.so;5283;270794
Item_int::save_in_field(Field*, bool);mysqld;10000;270000
TABLE_LIST::reinit_before_use(THD*);mysqld;11250;270000
Item_change_list::rollback_item_tree_changes();mysqld;11886;268899
galera_post_commit;libgalera_smm.so;629;268223
Open_table_context::Open_table_context(THD*, unsigned int);mysqld;11083;267955
create_explain_query(LEX*, st_mem_root*);mysqld;11058;265392
asio::detail::reactive_socket_service_base::start_op(asio::detail::reactive_socket_service_base::base_implementation_type&, int, asio::detail::reactor_op*, bool, bool, bool);libgalera_smm.so;6276;263650
Item_func_between::fix_length_and_dec();mysqld;2504;260356
my_charset_is_ascii_based;mysqld;20003;260039
asio::detail::reactive_socket_recv_op<asio::detail::consuming_buffers<asio::mutable_buffer, std::tr1::array<asio::mutable_buffer, 1ul> >, asio::detail::read_op<asio::basic_stream_socket<asio::ip::tcp, asio::stream_socket_service<asio::ip::tcp> >, std::tr1::array<asio::mutable_buffer, 1ul>, boost::_bi::bind_t<unsigned long, boost::_mfi::mf2<unsigned long, gcomm::AsioTcpSocket, asio::error_code const&, unsigned long>, boost::_bi::list3<boost::_bi::value<boost::shared_ptr<gcomm::AsioTcpSocket> >, boost::arg<1> (*)(), boost::arg<2> (*)()> >, boost::_bi::bind_t<void, boost::_mfi::mf2<void, gcomm::AsioTcpSocket, asio::error_code const&, unsigned long>, boost::_bi::list3<boost::_bi::value<boost::shared_ptr<gcomm::AsioTcpSocket> >, boost::arg<1> (*)(), boost::arg<2> (*)()> > > >::do_complete(asio::detail::task_io_service*, asio::detail::task_io_service_operation*, asio::error_code const&, unsigned long);libgalera_smm.so;2680;259948
Field::do_field_string(Copy_field*);mysqld;0;259376
__pthread_rwlock_init;libpthread.so.0;8644;259320
Item_param::type() const;mysqld;51845;259225
MYSQL_BIN_LOG::flush_and_set_pending_rows_event(THD*, Rows_log_event*, bool);mysqld;4398;256945
handler::rebind_psi();mysqld;11062;254426
gcomm::evs::Proto::unserialize_message(gcomm::UUID const&, gcomm::Datagram const&, gcomm::evs::Message*);libgalera_smm.so;3362;252124
TABLE_LIST::is_active_sjm();mysqld;31491;251928
net_before_header_psi(st_net*, void*, unsigned long);mysqld;12543;250860
JOIN::cache_const_exprs();mysqld;7060;250420
setup_ftfuncs(st_select_lex*);mysqld;10432;250368
THD::binlog_write_table_map(TABLE*, bool, char*);mysqld;2083;249960
asio::detail::completion_handler<gcomm::AsioPostForSendHandler>::do_complete(asio::detail::task_io_service*, asio::detail::task_io_service_operation*, asio::error_code const&, unsigned long);libgalera_smm.so;2805;249624
asio::async_result<asio::handler_type<boost::_bi::bind_t<void, boost::_mfi::mf2<void, gcomm::AsioTcpSocket, asio::error_code const&, unsigned long>, boost::_bi::list3<boost::_bi::value<boost::shared_ptr<gcomm::AsioTcpSocket> >, boost::arg<1> (*)(), boost::arg<2> (*)()> >, void (asio::error_code, unsigned long)>::type>::type asio::async_read<asio::basic_stream_socket<asio::ip::tcp, asio::stream_socket_service<asio::ip::tcp> >, std::tr1::array<asio::mutable_buffer, 1ul>, boost::_bi::bind_t<unsigned long, boost::_mfi::mf2<unsigned long, gcomm::AsioTcpSocket, asio::error_code const&, unsigned long>, boost::_bi::list3<boost::_bi::value<boost::shared_ptr<gcomm::AsioTcpSocket> >, boost::arg<1> (*)(), boost::arg<2> (*)()> >, boost::_bi::bind_t<void, boost::_mfi::mf2<void, gcomm::AsioTcpSocket, asio::error_code const&, unsigned long>, boost::_bi::list3<boost::_bi::value<boost::shared_ptr<gcomm::AsioTcpSocket> >, boost::arg<1> (*)(), boost::arg<2> (*)()> > >(asio::basic_stream_socket<asio::ip::tcp, asio::stream_socket_service<asio::ip::tcp> >&, std::tr1::array<asio::mutable_buffer, 1ul> const&, boost::_bi::bind_t<unsigned long, boost::_mfi::mf2<unsigned long, gcomm::AsioTcpSocket, asio::error_code const&, unsigned long>, boost::_bi::list3<boost::_bi::value<boost::shared_ptr<gcomm::AsioTcpSocket> >, boost::arg<1> (*)(), boost::arg<2> (*)()> >, boost::_bi::bind_t<void, boost::_mfi::mf2<void, gcomm::AsioTcpSocket, asio::error_code const&, unsigned long>, boost::_bi::list3<boost::_bi::value<boost::shared_ptr<gcomm::AsioTcpSocket> >, boost::arg<1> (*)(), boost::arg<2> (*)()> > const&);libgalera_smm.so;2680;249240
net_send_eof(THD*, unsigned int, unsigned int);mysqld;8554;248258
Item_func_between::add_key_fields(JOIN*, KEY_FIELD**, unsigned int*, unsigned long long, SARGABLE_PARAM**);mysqld;2500;247500
handler::ha_index_read_map(unsigned char*, unsigned char const*, unsigned long, ha_rkey_function);mysqld;4375;246007
my_hash_search;mysqld;34926;244482
JOIN::init_join_caches();mysqld;7060;244363
__pthread_mutex_cond_lock;libpthread.so.0;9377;243851
free_field_buffers_larger_than(TABLE*, unsigned int);mysqld;11078;243824
DsMrr_impl::dsmrr_close();mysqld;22137;243507
TABLE_LIST::view_check_option(THD*, bool);mysqld;11593;243453
gcomm::evs::Proto::handle_gap(gcomm::evs::GapMessage const&, std::_Rb_tree_iterator<std::pair<gcomm::UUID const, gcomm::evs::Node> >);libgalera_smm.so;2612;241486
gcomm::AsioTcpSocket::read_one(std::tr1::array<asio::mutable_buffer, 1ul>&);libgalera_smm.so;2680;241200
prune_partitions(THD*, TABLE*, Item*);mysqld;10425;239775
check_and_do_in_subquery_rewrites(JOIN*);mysqld;8559;239652
optimize_semijoin_nests(JOIN*, unsigned long long);mysqld;8550;239400
.text;mysqld;0;238507
asio::detail::read_op<asio::basic_stream_socket<asio::ip::tcp, asio::stream_socket_service<asio::ip::tcp> >, std::tr1::array<asio::mutable_buffer, 1ul>, boost::_bi::bind_t<unsigned long, boost::_mfi::mf2<unsigned long, gcomm::AsioTcpSocket, asio::error_code const&, unsigned long>, boost::_bi::list3<boost::_bi::value<boost::shared_ptr<gcomm::AsioTcpSocket> >, boost::arg<1> (*)(), boost::arg<2> (*)()> >, boost::_bi::bind_t<void, boost::_mfi::mf2<void, gcomm::AsioTcpSocket, asio::error_code const&, unsigned long>, boost::_bi::list3<boost::_bi::value<boost::shared_ptr<gcomm::AsioTcpSocket> >, boost::arg<1> (*)(), boost::arg<2> (*)()> > >::~read_op();libgalera_smm.so;10720;235840
